board_name,board_website,board_phone,board_email,agency_affiliation,agency_url,picture_url,bio,city,name,term_end,position,party
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Sioux Falls,Tom Biegler,2024-06-30,At-Large,Republican
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Rapid City,John Brockelsby,2026-06-30,At-Large,Democrat
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Wall,Theodore Hustead,2024-06-30,At-Large,Republican
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,De Smet,Ann Lesch,2024-06-30,At-Large,Democrat
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Watertown,Julie Ranum,2027-06-30,At-Large,Republican
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Big Stone City,Valentine Rausch,2026-06-30,At-Large,Republican
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Yankton,Carmen Schramm,2027-06-30,At-Large,Republican
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Gettysburg,Frank Smith,2024-06-30,At-Large,Republican
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Kyle,Ivan Sorbel,2026-06-30,At Large,Democrat
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Whitewood,Kristi Wagner,2024-06-30,At-Large,Republican
Speech-Language Pathology Board of Examiners,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,Department of Health,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,,,Rapid City,"Shirley Hauge, Vice President",2023-07-30,SLP,
Speech-Language Pathology Board of Examiners,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,Department of Health,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,,,Sioux Falls,Julie Holiday,2024-07-30,SLP,
Speech-Language Pathology Board of Examiners,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,Department of Health,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,,,Custer,Nancy Suelflow,2025-07-30,SLP,
Speech-Language Pathology Board of Examiners,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,Department of Health,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,,,Rapid City,Connie Tucker,2023-07-30,Public member,
Speech-Language Pathology Board of Examiners,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,Department of Health,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,,,Vermillion,Mandy Williams,2024-07-30,"PhD, CCC/SLP",
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Rapid City,Michael Buckingham,2026-01-31,,
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Hudson,Margaret Gillespie,2024-01-31,,
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Leola,Lindley Howard,2027-01-31,McPherson County Auditor,
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Pierre,Monae Johnson,2027-01-05,"Secretary of State, Chair",
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Gettysburg,John Lake,2025-01-31,,
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Rapid City,Scott McGregor,2027-01-31,Senate Democratic Leader,
Elections Board (Secretary of State Board),https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,Secretary of State,http://sdsos.gov/,,,Elk Point,Jackie Sieverding,2025-01-31,Union County Auditor,
Seed Certification Board,,605-688-4606,Neal.Foster@sdstate.edu,Department of Ag and Natural Resources,https://danr.sd.gov/,,,,Neal Foster,2023-04-15,Secretary/Treasurer,
Seed Certification Board,,605-688-4606,Neal.Foster@sdstate.edu,Department of Ag and Natural Resources,https://danr.sd.gov/,,,,Jack Ingemansen,2024-04-15,President,
Seed Certification Board,,605-688-4606,Neal.Foster@sdstate.edu,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Webster,Steve Kuecker,2026-01-01,Vice President,
Seed Certification Board,,605-688-4606,Neal.Foster@sdstate.edu,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Pierre,Brenda Sievers,2025-04-20,,
Seed Certification Board,,605-688-4606,Neal.Foster@sdstate.edu,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Midland,Steven VanTassel,2022-01-01,,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Spearfish,Cheryl Anagnopoulos,,Member of the Public,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Sioux Falls,Gerald Beninga,,Service Provider; Local Elected Official; Business Representative,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Sioux Falls,Eric Gaikowski,,Advocate for Older Population,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Sioux Falls,Tammy Hatting,,Service Provider; Advocate for Older Population,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Sioux Falls,Brett Hoffman,,Member of the Public,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Sioux Falls,Justin Jones,,Member of the Public,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Wagner,Michele Juffer,,Member of the Public,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Pierre,James Severson,,Member of the Public,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Sioux Falls,Gavin VanDeWalle,,Member of the Public,
South Dakota Advisory Council on Aging,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,Department of Human Services,http://dhs.sd.gov/ltss,,,Parkston,Gale Walker,,Service Provider; Business Representative,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Doland,LeAnn Bawek,2024-06-30,Parent,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Sioux Falls,Renee Bostick,2024-06-30,Parent,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Sioux Falls,Angie Brown,2021-06-30,Parent,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Aberdeen,Haley Carey,,Juvenile Justice,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Belle Fourche,Mary Anne Fleury,2026-06-30,Higher Education,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Pierre,Katie Gran,,Transition State Agency,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Marion,Donna Johnson,,Board of Regents-Higher Education,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Pierre,Katie Larson,,State Child Welfare Agency,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Timber Lake,Michelle Martin,2024-06-30,Administrator,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Pierre,Stacey Meyer,2024-06-30,Parent & Special Education Teacher,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Sioux Falls,Meaghan Neuberger,2024-06-30,Parent,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Rapid City,Darcy Peterson,2024-06-30,Individual,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Pierre,Brian Poelstra,2023-06-30,Parent,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Coleman,Emily Quick,,McKinney Vento,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Pierre,Dawn Smith,,McKinney Vento,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Rapid City,Julie Tipton,2026-06-30,Private School,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Aberdeen,Jessica Vogel,,"State Agency, SDSBVI",
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,St Francis,Charlotte Walking Eagle,2024-06-30,Parent,
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Eureka,Kelsey Weismantel,2024-06-30,"Teacher, Administrator, & Individual with a Disability",
"Children with Disabilities, South Dakota Advisory Panel on",,605-773-3134,DOEBoards@state.sd.us,Department of Education,,,,Spearfish,Elizabeth Welfl,2022-06-30,Parent,
Fire Marshal's Advisory Board,https://dps.sd.gov/emergency_services/state_fire_marshal/advisory_board.aspx%0d%0a,605-773-3562 ,Paul.Merriman@state.sd.us,Department of Public Safety,http://dps.sd.gov/,,,Eureka,Brian Bowker,2024-04-21,Insurance underwriter,Republican
Fire Marshal's Advisory Board,https://dps.sd.gov/emergency_services/state_fire_marshal/advisory_board.aspx%0d%0a,605-773-3562 ,Paul.Merriman@state.sd.us,Department of Public Safety,http://dps.sd.gov/,,,Platte,Richard Gustad,2026-04-12,Firefighter,Democrat
Fire Marshal's Advisory Board,https://dps.sd.gov/emergency_services/state_fire_marshal/advisory_board.aspx%0d%0a,605-773-3562 ,Paul.Merriman@state.sd.us,Department of Public Safety,http://dps.sd.gov/,,,Crooks,Michael Harstad,2024-04-12,Fire equipment industry,Republican
Fire Marshal's Advisory Board,https://dps.sd.gov/emergency_services/state_fire_marshal/advisory_board.aspx%0d%0a,605-773-3562 ,Paul.Merriman@state.sd.us,Department of Public Safety,http://dps.sd.gov/,,,Rapid City,Calen Maningas,2026-04-12,Firefighter,Independant
Fire Marshal's Advisory Board,https://dps.sd.gov/emergency_services/state_fire_marshal/advisory_board.aspx%0d%0a,605-773-3562 ,Paul.Merriman@state.sd.us,Department of Public Safety,http://dps.sd.gov/,,,Aberdeen,Mike Roemmich,2024-04-12,Firefighter,Republican
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Sioux Falls,Linda Ahrendt,2025-06-30,Public Member,
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Sioux Falls,"Patti Berg-Poppe, President",2024-06-30,Physical Therapist,
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Sioux Falls,"Rebeca Schmitz, Secretary",2024-06-30,Physical Therapist,
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Aberdeen,"Leonard Suel, Vice President",2025-06-30,Physical Therapist,
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Sioux Falls,Brad Thuringer,2027-06-30,Physical Therapist Assistant,
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Pierre,Janelle Toman,2026-06-30,Public Member,
State Board of Physical Therapy,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,Department of Health,inc/doh.sd.gov,,,Spearfish,Matthew Weigel,2026-06-30,Physical Therapist,
Interagency Coordinating Council,,605-773-3134,DOEBoards@state.sd.us,Department of Education,http://doe.sd.gov/,,,Pierre,Jodi Berscheid,,DOE / Head Start Collaboration Office,
Interagency Coordinating Council,,605-773-3134,DOEBoards@state.sd.us,Department of Education,http://doe.sd.gov/,,,Sturgis,JoLynn Bostrom,,DSS / State child welfare agency responsible for foster care,
