board_name,agency_affiliation,name,position,city,term_end,party,picture_url,bio,board_website,board_phone,board_email,agency_website
"Technical Education, South Dakota Board of",Department of Education,Dennis Law,Member,Wall,2025-10-30,,https://boardsandcommissions.sd.gov/bcuploads/042723_DennyLaw.jpg,"Law served as the general manager of Sioux Valley Telephone and Hills Telephone Company in 1997. He then became the eastern regional manager at Golden West. Starting in 2008, Law was the general manager and CEO of Golden West Telecommunications. Law and his wife, Bonnie, live in Wall, SD, and have two sons. Law graduated with his bachelor’s degree from South Dakota State University. He went on to earn his master’s degree from the University of South Dakota.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Diana VanderWoude,Member,Sioux Falls,2026-10-31,,https://boardsandcommissions.sd.gov/bcuploads/VANDERWOUDE.jpg,"Diana VanderWoude is the System Vice President, Learning & Development, for Sanford Health. Prior to joining Sanford Health, VanderWoude served for 11 years as the executive director of the South Dakota Board of Nursing. VanderWoude served as chair of the Southeast Technical College Foundation board and is a member of the Build Dakota Scholarship board.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Doug Ekeren,Member,Yankton,2025-10-31,,https://boardsandcommissions.sd.gov/bcuploads/EKEREN.jpg,"Doug Ekeren is the regional president and CEO of Avera Sacred Heart Hospital in Yankton. Ekeren has been with Sacred Heart since 1993. He serves on the board of directors of the Regional Technical Education Center (RTEC) in Yankton, and is a past president of the Yankton School Board and the Yankton Chamber of Commerce.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Joy Nelson,Member,Watertown,2027-10-31,,https://boardsandcommissions.sd.gov/bcuploads/Nelson1.jpg,"Joy Nelson is a lifelong resident of South Dakota. She began her career at Farmers and Merchants Bank in Watertown in the real estate and student loan lending departments. She entered the real estate business in 1982 and is the broker-owner of Haugan Nelson Realty, Inc. in Watertown. She has been engaged in residential, commercial, and agricultural real estate for the last 38 years. Nelson is the founder and beneficiary of Joy Ranch outside of Watertown, a non-profit facility whose mission is to serve people with disabilities and medical issues, as well as veterans, through equine therapy. She was awarded the National ALDE Award in 2013 for philanthropy, the National Association of Realtors Good Neighbor Award in 2018, and is an inductee to the South Dakota Hall of Fame and the Watertown Hall of Fame.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Kay Schallenkamp,Member,Spearfish,2027-10-31,,https://boardsandcommissions.sd.gov/bcuploads/Schallenkamp.jpg,"Dr. Kay Schallenkamp served 41 years in higher education prior to her retirement in 2014. She served as President of Black Hills State University (SD) from 2006-2014 and President of Emporia State University (KS) from 1997-2006. Prior to that, she served as provost and vice chancellor for academic affairs at the University of Wisconsin-Whitewater and Provost at Chadron State College (NE). She started her higher education career at Northern State University (SD) as a faculty member of communication disorders and later served as department chair and dean.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Terry Sabers,Secretary,Mitchell,2026-10-31,,https://boardsandcommissions.sd.gov/bcuploads/SABERS.jpg,"Terry Sabers is the retired co-president of Muth Electric. He is a 1975 graduate of Mitchell Technical College, a current member of the Build Dakota Scholarship Board, and a former member of the MTC Foundation Board. Sabers served for eight years as a member of the South Dakota Board of Education Standards, which provided state oversight to the technical colleges prior to the passage of Senate Bill 65.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
Technical Professions Board,Department of Labor and Regulation,Alex Fisher,Professional Engineer,Rapid City,2026-04-14,Republican,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Technical Professions Board,Department of Labor and Regulation,Catherine Dekkenga,Architect,Sioux Falls,2026-04-14,Democrat,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Technical Professions Board,Department of Labor and Regulation,Colby Flynn,Public Member,Sioux Falls,2025-04-01,Republican,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Technical Professions Board,Department of Labor and Regulation,Cory Biegler,Land Surveyor/Professional Engineer,Black Hawk,2027-04-14,Independant,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Technical Professions Board,Department of Labor and Regulation,Jared Carda,Architect,Rapid City,2027-04-14,Republican,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Technical Professions Board,Department of Labor and Regulation,Mike Coleman,Professional Engineer/Land Surveyor,Sioux Falls,2026-04-14,Republican,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Technical Professions Board,Department of Labor and Regulation,Ryan Callaghan,Professional Engineer,Dakota Dunes,2026-04-14,Republican,,,http://dlr.sd.gov/btp/,605-394-2510,sdbtp@state.sd.us,http://dlr.sd.gov/btp
Tourism Advisory Board,Department of Tourism,Ann Lesch,At-Large,De Smet,2028-06-30,Democrat,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Caleb Arceneaux,At-Large,Rapid City,2026-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Carmen Schramm,At-Large,Yankton,2027-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Frank Smith,At-Large,Gettysburg,2028-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Gwyn Wathen,At-Large,Hill City,2028-06-30,,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Ivan Sorbel,At Large,Kyle,2026-06-30,Democrat,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,John Brockelsby,At-Large,Rapid City,2026-06-30,Democrat,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Julie Ranum,At-Large,Watertown,2027-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Kristi Wagner,At-Large,Whitewood,2028-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Tom Biegler,At-Large,Sioux Falls,2028-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Tourism Advisory Board,Department of Tourism,Valentine Rausch,At-Large,Big Stone City,2026-06-30,Republican,,,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,http://tourism.sd.gov/
Transportation Commission,Department of Transportation,Austin Simons,Area 3,Mobridge,2027-04-18,Republican,https://boardsandcommissions.sd.gov/bcuploads/Austin%20Simons%202023%20New.jpg,"Appointed June 2023. Austin Simons is a lifetime resident of South Dakota and has a bachelor’s degree in banking and finance and professional accountancy from Northern State University. He was a public accountant at Cahill Bauer & Associates in Mobridge, South Dakota before going on to become the manager at Thorstenson Trucking, LLC in Selby. In this role, Simons has applied performance data to evaluate and improve operations, target current business conditions, and forecast needs.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
Transportation Commission,Department of Transportation,Chris Frick,Area 2,Yankton,2027-04-18,Republican,https://boardsandcommissions.sd.gov/bcuploads/Chris%20Frick%202023%20New.jpg,"Appointed June 2023. Chris Frick is from Yankton, South Dakota and has a bachelor’s degree in teaching from the University of Sioux Falls. He worked at a family-owned livestock order buying business before starting his own livestock market in 1994. Frick went on to work in sales for a wholesale propane company. He is now part owner of a HVAC company.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
Transportation Commission,Department of Transportation,Donald Roby,Area 1,Watertown,2025-04-18,Republican,https://boardsandcommissions.sd.gov/bcuploads/D%20Roby.jpg,"Appointed 2011. Don Roby is a Watertown native and a 1980 graduate of Watertown High School. He attended the South Dakota School of Mines and Technology, graduating in 1984 with a Bachelor of Science in Computer Science and is currently a partner in R&R Investments, LLC. He and his wife, Kelly, have three children. Don is active in the community and serves on the board of various foundations and organizations.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
Transportation Commission,Department of Transportation,Jafar Karim,Area 4,Rapid City,2027-04-18,Republican,https://boardsandcommissions.sd.gov/bcuploads/Jafar.PNG,"Appointed 2019. Jafar J. Karim is Director of Governmental Affairs for Black Hills Energy, a customer-focused natural gas and electric provider across eight states and headquartered in Rapid City. Jaf previously served as South Dakota’s State Director for USDA Rural Development, managed public affairs for a regional railroad headquartered in Sioux Falls, and served as Director of the South Dakota Governor’s Office of Economic Development. Before returning to South Dakota in 2005, he spent ten years in Washington, DC, with accolades including being a congressional advisor on a range of issues, including transportation, to then-U.S. Congressman John Thune. Jaf is a graduate of the University of South Dakota and grew up in Pierre. He and wife Jess live in Rapid City with their three girls.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
Transportation Commission,Department of Transportation,Larry A. Nelson,Area 2,Canton,2026-04-18,Democrat,https://boardsandcommissions.sd.gov/bcuploads/L%20Nelson.jpg,"Appointed 2017. Larry Nelson received his Bachelor of Arts from the University of South Dakota, Vermillion, with a major in Government and minors in Psychology and History, and received his Juris Doctorate from the University of South Dakota, School of Law, Vermillion in 1977. Larry is married to Edith Nelson and they have two grown sons who are married. Larry is currently a Partner in the law firm of Frieberg, Nelson & Ask, LLP, in Canton, South Dakota.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
Transportation Commission,Department of Transportation,Lynn Jensen,Area 1,Lake Preston,2025-04-18,Republican,https://boardsandcommissions.sd.gov/bcuploads/L%20Jensen.jpg,"Appointed August 2021. Lynn Jensen is from Lake Preston, SD. He attended Lake Area Technical Institute in Watertown where he graduated with a degree in Agricultural Production and is currently a Private Banker with Structured Asset Finance and also continues to manage the family farm. Previous positions include President/ Co-CEO of the Nation Corn Growers Association, State Director of USDA Rural Development, President Bush’s appointee as the USDA liaison to FEMA during Hurricane Katrina recovery, and board member of several non-profit and for-profit organizations. His personal objectives are to develop and manage successful organizations that focus on bettering the opportunities and lives of people that reside in rural America. Lynn describes himself as a well-rounded individual that has a unique ability to multi-task and manage the details of business.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
Transportation Commission,Department of Transportation,Mike Vehle,Area 2,Mitchell,2028-04-18,Republican,https://boardsandcommissions.sd.gov/bcuploads/M%20Vehle.jpg,"Appointed 2017. Mike Vehle is a graduate of Chamberlain High School. After graduating from the University of South Dakota, he worked four years in Washington, DC as a Legislative Aide to then Congressman Jim Abdnor. Upon returning to South Dakota, Mike worked at Shanard Inc., a grain, feed, seed, and fertilizer company, eventually becoming President and then later became a Vice President at CorTrust Bank. In 2004, he was elected to the SD House of Representatives and in 2008 the SD Senate where he was Chair of the Senate Transportation Committee for eight years. Working on many transportation initiatives and issues, in 2015, he was the author and Prime Sponsor of Senate Bill 1, which was the most comprehensive transportation funding package enacted in decades. Mike served on several local, state, and national committees and organizations. In 2015, Mike was inducted into the South Dakota Transportation Hall of Honor for his Legislative work.",http://sddot.com/dot/commissions/transportation/Default.aspx,605-773-5105,Kari.Kroll@state.sd.us,http://dot.sd.gov
